NAME,year,CountOfCAMPNAME,SumOfCPETALLC,SumOfCPETECOC,SumOfCPETLEPC,SumOfCPETBILC,SumOfCPETSPEC
Westlake Academy Charter School,2005,1,267,0,0,0,16
Westlake Academy Charter School,2006,1,322,0,0,0,32
Westlake Academy Charter School,2007,1,350,0,0,0,41
Westlake Academy Charter School,2008,1,379,0,0,0,38
Westlake Academy Charter School,2009,1,408,0,0,0,33
Westlake Academy Charter School,2010,1,480,0,2,2,35
Westlake Academy Charter School,2011,1,520,0,2,2,31
Westlake Academy Charter School,2012,1,617,0,1,1,27
Westlake Academy Charter School,2013,1,670,0,0,0,30
Westlake Academy Charter School,2014,1,695,0,1,1,29
Westlake Academy Charter School,2015,1,815,0,0,0,36
Westlake Academy Charter School,2016,1,831,0,3,3,32
Westlake Academy Charter School,2017,1,843,0,2,2,35
Westlake Academy Charter School,2018,1,853,0,5,5,26
Whispering Oaks Charter School,1999,1,46,46,0,0,30
Whispering Oaks Charter School,2000,1,28,26,0,0,18
Whispering Oaks Charter School,2001,1,41,39,0,0,32
Whispering Oaks Charter School,2002,1,74,71,0,0,42
Whispering Oaks Charter School,2003,1,77,70,2,2,35
Whispering Oaks Charter School,2004,1,70,64,0,0,36
Whispering Oaks Charter School,2005,1,129,90,2,2,47
Whispering Oaks Charter School,2006,1,72,51,1,0,26
Winfree Academy Charter Schools,2001,2,533,109,0,0,71
Winfree Academy Charter Schools,2002,3,959,231,11,0,171
Winfree Academy Charter Schools,2003,4,1181,321,28,0,181
Winfree Academy Charter Schools,2004,4,1498,430,18,2,167
Winfree Academy Charter Schools,2005,4,1423,566,131,79,168
Winfree Academy Charter Schools,2006,4,1519,631,156,100,195
Winfree Academy Charter Schools,2007,5,1823,704,161,116,243
Winfree Academy Charter Schools,2008,6,1789,702,197,151,250
Winfree Academy Charter Schools,2009,6,1959,907,182,148,269
Winfree Academy Charter Schools,2010,6,1861,760,174,157,240
Winfree Academy Charter Schools,2011,6,1583,846,119,112,165
Winfree Academy Charter Schools,2012,6,1488,836,79,79,173
Winfree Academy Charter Schools,2013,6,1506,840,107,96,184
Winfree Academy Charter Schools,2014,6,1406,758,134,121,196
Winfree Academy Charter Schools,2015,6,1248,714,104,98,126
Winfree Academy Charter Schools,2016,6,1380,925,117,102,161
Winfree Academy Charter Schools,2017,6,1425,897,137,125,164
Winfree Academy Charter Schools,2018,6,1295,757,145,118,130
Yes Prep Public Schools Inc,2001,1,380,288,0,0,10
Yes Prep Public Schools Inc,2002,1,423,231,0,11,17
Yes Prep Public Schools Inc,2003,1,505,378,119,10,19
Yes Prep Public Schools Inc,2004,2,668,484,69,7,21
Yes Prep Public Schools Inc,2005,2,884,538,42,7,12
Yes Prep Public Schools Inc,2006,3,1072,793,1,0,32
Yes Prep Public Schools Inc,2007,4,1453,1121,1,0,54
Yes Prep Public Schools Inc,2008,5,2043,1544,51,51,97
Yes Prep Public Schools Inc,2009,5,2638,2058,68,68,135
Yes Prep Public Schools Inc,2010,7,3374,2632,590,584,155
Yes Prep Public Schools Inc,2011,7,4078,3232,571,567,201
Yes Prep Public Schools Inc,2012,9,5028,4232,569,569,259
Yes Prep Public Schools Inc,2013,9,5934,4767,652,649,308
Yes Prep Public Schools Inc,2014,11,7534,6537,1037,1039,417
Yes Prep Public Schools Inc,2015,11,8450,6991,1173,1109,483
Yes Prep Public Schools Inc,2016,12,9514,7918,1286,1207,546
Yes Prep Public Schools Inc,2017,12,10258,8897,1683,1621,600
Yes Prep Public Schools Inc,2018,13,10895,5631,2120,2005,661
Zoe Learning Academy,2002,1,167,167,0,0,13
Zoe Learning Academy,2003,1,219,210,0,0,26
Zoe Learning Academy,2004,1,303,279,0,0,31
Zoe Learning Academy,2005,2,513,430,0,0,84
Zoe Learning Academy,2006,2,420,387,0,0,42
Zoe Learning Academy,2007,2,586,511,0,0,43
Zoe Learning Academy,2008,2,516,479,0,0,28
Zoe Learning Academy,2009,2,512,478,0,0,29
Zoe Learning Academy,2010,2,553,506,0,0,34
Zoe Learning Academy,2011,2,544,519,0,0,31
Zoe Learning Academy,2012,2,490,480,0,0,53
Zoe Learning Academy,2013,2,481,446,0,0,37
Zoe Learning Academy,2014,2,457,447,0,0,30
Zoe Learning Academy,2015,3,491,335,0,0,31
Zoe Learning Academy,2016,3,498,424,0,0,26
Zoe Learning Academy,2017,2,370,355,0,0,13
