"ref_distnm","Year","CountOfCAMPNAME","SumOfCPETALLC","SumOfCPETECOC","SumOfCPETLEPC","SumOfCPETBILC","SumOfCPETSPEC"
"Midland Academy Charter School",2011,1,514.00,354.00,55.00,55.00,39.00
"Midland Academy Charter School",2012,1,499.00,322.00,49.00,49.00,45.00
"Midland Academy Charter School",2013,1,490.00,308.00,45.00,45.00,31.00
"Midland Academy Charter School",2014,1,469.00,250.00,44.00,44.00,22.00
"Midland Academy Charter School",2015,1,441.00,170.00,35.00,35.00,17.00
"Midland Academy Charter School",2016,1,427.00,188.00,25.00,25.00,13.00
"Midland Academy Charter School",2017,1,428.00,177.00,20.00,20.00,14.00
"Midland Academy Charter School",2018,1,413.00,197.00,18.00,18.00,13.00
"Midland Academy Charter School",2019,1,423.00,207.00,15.00,15.00,14.00
"Midland Academy Charter School",2020,1,388.00,157.00,19.00,18.00,16.00
"Midvalley Academy Charter District",2000,1,51.00,35.00,1.00,1.00,1.00
"Midvalley Academy Charter District",2001,1,45.00,29.00,2.00,1.00,1.00
"Midvalley Academy Charter District",2002,1,95.00,36.00,1.00,1.00,4.00
"Midvalley Academy Charter District",2003,2,164.00,142.00,17.00,15.00,3.00
"Midvalley Academy Charter District",2004,2,253.00,213.00,21.00,21.00,10.00
"Midvalley Academy Charter District",2005,2,252.00,225.00,7.00,10.00,12.00
"Midvalley Academy Charter District",2006,2,245.00,163.00,20.00,6.00,10.00
"Midvalley Academy Charter District",2007,2,252.00,199.00,31.00,14.00,20.00
"Midvalley Academy Charter District",2008,2,302.00,256.00,55.00,55.00,18.00
"Midvalley Academy Charter District",2009,3,327.00,259.00,26.00,26.00,9.00
"Midvalley Academy Charter District",2010,3,379.00,330.00,31.00,31.00,27.00
"Midvalley Academy Charter District",2011,3,401.00,345.00,21.00,21.00,29.00
"Midvalley Academy Charter District",2012,3,396.00,347.00,37.00,37.00,34.00
"Midvalley Academy Charter District",2013,3,363.00,334.00,9.00,9.00,25.00
"Midvalley Academy Charter District",2014,3,389.00,366.00,12.00,12.00,25.00
"Midvalley Academy Charter District",2015,3,301.00,279.00,27.00,27.00,17.00
"Midvalley Academy Charter District",2016,3,346.00,313.00,24.00,23.00,27.00
"Midvalley Academy Charter District",2017,3,365.00,348.00,38.00,37.00,38.00
"Midvalley Academy Charter District",2018,3,367.00,356.00,56.00,53.00,34.00
"Midvalley Academy Charter District",2019,4,382.00,373.00,76.00,76.00,34.00
"Midvalley Academy Charter District",2020,3,404.00,376.00,98.00,31.00,45.00
"Montessori For All",2015,1,276.00,125.00,64.00,64.00,9.00
"Montessori For All",2016,1,332.00,152.00,86.00,84.00,21.00
"Montessori For All",2017,1,377.00,147.00,92.00,91.00,25.00
"Montessori For All",2018,1,476.00,205.00,109.00,108.00,29.00
"Montessori For All",2019,1,457.00,201.00,92.00,91.00,30.00
"Montessori For All",2020,1,478.00,243.00,123.00,123.00,32.00
"Nancy Ney Charter School",1999,1,72.00,57.00,0.00,0.00,27.00
"Nancy Ney Charter School",2000,1,49.00,38.00,0.00,0.00,20.00
"Nancy Ney Charter School",2001,1,35.00,17.00,0.00,0.00,10.00
"Nancy Ney Charter School",2002,1,48.00,28.00,0.00,0.00,9.00
"Nancy Ney Charter School",2003,1,82.00,52.00,0.00,0.00,16.00
"Nancy Ney Charter School",2004,1,88.00,60.00,0.00,0.00,15.00
"Nancy Ney Charter School",2005,1,112.00,84.00,0.00,0.00,16.00
"Nancy Ney Charter School",2006,1,130.00,88.00,0.00,0.00,34.00
"New Frontiers Public Schools Inc",1999,1,500.00,374.00,97.00,33.00,39.00
"New Frontiers Public Schools Inc",2000,1,652.00,452.00,3.00,4.00,49.00
"New Frontiers Public Schools Inc",2001,1,784.00,642.00,99.00,97.00,70.00
"New Frontiers Public Schools Inc",2002,1,641.00,540.00,99.00,85.00,70.00
"New Frontiers Public Schools Inc",2003,1,700.00,442.00,92.00,84.00,106.00
"New Frontiers Public Schools Inc",2004,1,622.00,498.00,96.00,91.00,78.00
"New Frontiers Public Schools Inc",2005,1,630.00,512.00,58.00,56.00,84.00
"New Frontiers Public Schools Inc",2006,2,614.00,477.00,64.00,60.00,87.00
"New Frontiers Public Schools Inc",2007,2,627.00,556.00,76.00,73.00,78.00
"New Frontiers Public Schools Inc",2008,3,583.00,526.00,61.00,59.00,68.00
"New Frontiers Public Schools Inc",2009,3,606.00,542.00,60.00,59.00,70.00
"New Frontiers Public Schools Inc",2010,3,609.00,548.00,68.00,66.00,63.00
"New Frontiers Public Schools Inc",2011,3,616.00,584.00,61.00,57.00,58.00
"New Frontiers Public Schools Inc",2012,3,608.00,564.00,62.00,60.00,53.00
"New Frontiers Public Schools Inc",2013,3,627.00,493.00,69.00,66.00,52.00
"New Frontiers Public Schools Inc",2014,3,615.00,549.00,70.00,62.00,54.00
"New Frontiers Public Schools Inc",2015,3,675.00,573.00,76.00,73.00,55.00
"New Frontiers Public Schools Inc",2016,3,707.00,599.00,79.00,77.00,51.00
"New Frontiers Public Schools Inc",2017,3,742.00,627.00,78.00,77.00,45.00
"New Frontiers Public Schools Inc",2018,2,706.00,587.00,64.00,63.00,46.00
"New Frontiers Public Schools Inc",2019,2,663.00,586.00,73.00,70.00,10.00
"New Frontiers Public Schools Inc",2020,2,601.00,502.00,76.00,75.00,10.00
"Newman International Academy",2012,1,330.00,28.00,5.00,0.00,16.00
"Newman International Academy",2013,1,475.00,261.00,13.00,9.00,26.00
"Newman International Academy",2014,1,719.00,338.00,44.00,40.00,45.00
"Newman International Academy",2015,1,864.00,392.00,83.00,83.00,57.00
"Newman International Academy",2016,2,1280.00,517.00,102.00,102.00,80.00
"Newman International Academy",2017,5,2208.00,996.00,222.00,220.00,105.00
"Newman International Academy",2018,6,2715.00,1205.00,316.00,302.00,133.00
"Newman International Academy",2020,6,3133.00,1512.00,451.00,435.00,208.00
"Newman International Academy Of Ar",2019,6,3005.00,1382.00,467.00,459.00,172.00
"North Hills Preparatory School",2005,1,57.00,1.00,0.00,0.00,0.00
"North Hills Preparatory School",2008,1,421.00,198.00,66.00,0.00,7.00
"North Houston H S For Business",2000,1,31.00,22.00,0.00,0.00,0.00
"North Houston H S For Business",2001,1,79.00,49.00,0.00,0.00,3.00
"North Houston H S For Business",2002,1,170.00,110.00,0.00,0.00,1.00
"North Houston H S For Business",2003,1,224.00,72.00,0.00,0.00,3.00
"North Houston H S For Business",2004,1,189.00,86.00,0.00,0.00,7.00
"North Houston H S For Business",2005,1,189.00,130.00,0.00,0.00,5.00
"North Houston H S For Business",2006,1,242.00,185.00,0.00,0.00,4.00
"North Houston H S For Business",2007,2,275.00,246.00,0.00,0.00,9.00
"North Houston H S For Business",2008,2,113.00,89.00,0.00,0.00,8.00
"North Houston H S For Business",2009,2,102.00,97.00,0.00,0.00,13.00
"North Houston H S For Business",2010,1,24.00,20.00,0.00,0.00,1.00
"North Texas Collegiate Academy",2019,3,556.00,475.00,197.00,192.00,55.00
"Northwest Mathematics Science & Language",2000,1,126.00,104.00,0.00,0.00,0.00
"Northwest Mathematics Science & Language",2001,1,132.00,50.00,0.00,0.00,4.00
"Northwest Mathematics Science & Language",2002,1,163.00,153.00,0.00,0.00,1.00
"Northwest Mathematics Science & Language",2003,1,199.00,191.00,0.00,38.00,6.00
"Northwest Mathematics Science & Language",2004,1,170.00,166.00,32.00,32.00,5.00
"Northwest Preparatory",2002,2,175.00,168.00,0.00,0.00,44.00
"Northwest Preparatory",2003,2,316.00,309.00,0.00,0.00,41.00
"Northwest Preparatory",2004,2,284.00,259.00,0.00,0.00,52.00
"Northwest Preparatory",2005,2,312.00,300.00,0.00,0.00,58.00
"Northwest Preparatory",2006,2,308.00,292.00,0.00,0.00,57.00
"Northwest Preparatory",2007,2,271.00,252.00,0.00,0.00,40.00
"Northwest Preparatory",2008,2,245.00,241.00,0.00,0.00,24.00
"Northwest Preparatory",2009,2,326.00,319.00,0.00,0.00,60.00
"Northwest Preparatory",2010,2,283.00,271.00,24.00,0.00,49.00
"Northwest Preparatory",2011,2,289.00,285.00,14.00,0.00,60.00
"Northwest Preparatory",2012,2,366.00,356.00,1.00,0.00,73.00
"Northwest Preparatory",2013,2,389.00,369.00,1.00,0.00,50.00
"Northwest Preparatory",2014,2,241.00,236.00,0.00,0.00,30.00
"Northwest Preparatory",2015,2,315.00,272.00,0.00,0.00,29.00
"Nova Academy",1999,1,100.00,51.00,0.00,0.00,2.00
"Nova Academy",2000,1,155.00,94.00,0.00,0.00,3.00
"Nova Academy",2001,2,309.00,247.00,0.00,0.00,7.00
"Nova Academy",2002,2,287.00,182.00,35.00,35.00,9.00
"Nova Academy",2003,1,248.00,227.00,3.00,3.00,11.00
"Nova Academy",2004,1,306.00,274.00,84.00,81.00,17.00
"Nova Academy",2005,2,365.00,333.00,102.00,99.00,16.00
"Nova Academy",2006,2,385.00,354.00,125.00,123.00,16.00
"Nova Academy",2007,2,423.00,397.00,144.00,142.00,17.00
"Nova Academy",2008,2,438.00,398.00,132.00,120.00,16.00
"Nova Academy",2009,2,486.00,434.00,171.00,170.00,18.00
"Nova Academy",2010,2,454.00,402.00,169.00,166.00,14.00
"Nova Academy",2011,2,477.00,405.00,174.00,170.00,25.00
"Nova Academy",2012,3,833.00,708.00,348.00,338.00,54.00
"Nova Academy",2013,3,857.00,784.00,322.00,308.00,46.00
"Nova Academy",2014,3,880.00,819.00,284.00,278.00,47.00
"Nova Academy",2015,3,944.00,872.00,340.00,331.00,47.00
"Nova Academy",2016,3,963.00,873.00,328.00,317.00,52.00
"Nova Academy",2017,3,893.00,774.00,302.00,288.00,45.00
"Nova Academy",2018,3,725.00,590.00,239.00,229.00,32.00
"Nova Academy",2019,1,135.00,124.00,29.00,26.00,5.00
"Nova Academy",2020,3,794.00,718.00,33.00,36.00,15.00
"Nova Academy Southeast",2019,2,616.00,547.00,208.00,203.00,10.00
"Nyos Charter School",1999,1,129.00,4.00,0.00,0.00,10.00
"Nyos Charter School",2000,1,135.00,10.00,0.00,0.00,15.00
"Nyos Charter School",2001,1,152.00,7.00,0.00,0.00,15.00
"Nyos Charter School",2002,2,262.00,37.00,0.00,0.00,16.00
"Nyos Charter School",2003,2,337.00,79.00,7.00,4.00,20.00
"Nyos Charter School",2004,2,411.00,100.00,3.00,2.00,38.00
"Nyos Charter School",2005,2,415.00,104.00,12.00,11.00,39.00
"Nyos Charter School",2006,2,452.00,124.00,16.00,16.00,40.00
"Nyos Charter School",2007,2,468.00,137.00,25.00,25.00,39.00
"Nyos Charter School",2008,2,603.00,215.00,40.00,39.00,46.00
"Nyos Charter School",2009,2,665.00,234.00,61.00,60.00,52.00
"Nyos Charter School",2010,2,677.00,292.00,92.00,93.00,58.00
"Nyos Charter School",2011,2,728.00,298.00,101.00,100.00,64.00
"Nyos Charter School",2012,2,799.00,323.00,126.00,125.00,69.00
"Nyos Charter School",2013,2,843.00,316.00,131.00,131.00,80.00
"Nyos Charter School",2014,2,871.00,369.00,143.00,145.00,68.00
"Nyos Charter School",2015,2,922.00,375.00,175.00,175.00,71.00
"Nyos Charter School",2016,2,926.00,346.00,178.00,177.00,66.00
"Nyos Charter School",2017,2,958.00,301.00,173.00,172.00,81.00
"Nyos Charter School",2018,2,996.00,334.00,201.00,196.00,83.00
"Nyos Charter School",2019,2,1017.00,324.00,220.00,215.00,87.00
"Nyos Charter School",2020,2,1061.00,359.00,243.00,238.00,92.00
"Odyssey Academy Inc",2000,1,173.00,103.00,15.00,15.00,8.00
"Odyssey Academy Inc",2001,1,179.00,95.00,8.00,8.00,8.00
"Odyssey Academy Inc",2002,1,204.00,120.00,49.00,12.00,12.00
"Odyssey Academy Inc",2003,1,131.00,83.00,29.00,3.00,14.00
"Odyssey Academy Inc",2004,1,185.00,119.00,45.00,5.00,14.00
"Odyssey Academy Inc",2005,1,244.00,181.00,0.00,0.00,9.00
"Odyssey Academy Inc",2006,1,267.00,184.00,52.00,0.00,11.00
"Odyssey Academy Inc",2007,1,314.00,242.00,82.00,72.00,16.00
"Odyssey Academy Inc",2008,1,360.00,286.00,89.00,83.00,19.00
"Odyssey Academy Inc",2009,1,288.00,233.00,84.00,79.00,14.00
"Odyssey Academy Inc",2010,1,506.00,401.00,141.00,126.00,22.00
"Odyssey Academy Inc",2011,1,611.00,478.00,181.00,157.00,26.00
"Odyssey Academy Inc",2012,1,674.00,568.00,214.00,159.00,35.00
"Odyssey Academy Inc",2013,1,679.00,596.00,217.00,194.00,43.00
"Odyssey Academy Inc",2014,1,708.00,601.00,197.00,207.00,61.00
"Odyssey Academy Inc",2015,1,761.00,629.00,182.00,220.00,67.00
"Odyssey Academy Inc",2016,2,1099.00,748.00,226.00,204.00,120.00
"Odyssey Academy Inc",2017,2,1126.00,783.00,255.00,237.00,114.00
"Odyssey Academy Inc",2018,2,1150.00,838.00,253.00,234.00,104.00
"Odyssey Academy Inc",2019,2,1197.00,856.00,264.00,247.00,115.00
"Odyssey Academy Inc",2020,2,1200.00,880.00,242.00,183.00,115.00
"Orenda Charter School",2003,1,59.00,47.00,0.00,0.00,41.00
"Orenda Charter School",2004,1,58.00,58.00,0.00,0.00,49.00
"Orenda Charter School",2005,1,60.00,60.00,0.00,0.00,44.00
"Orenda Charter School",2006,1,54.00,54.00,0.00,0.00,34.00
"Orenda Charter School",2007,1,62.00,62.00,0.00,0.00,51.00
"Orenda Charter School",2008,1,66.00,66.00,0.00,0.00,53.00
"Orenda Charter School",2009,3,97.00,94.00,0.00,0.00,54.00
"Orenda Charter School",2010,5,185.00,100.00,0.00,0.00,69.00
"Orenda Charter School",2011,5,395.00,141.00,0.00,0.00,90.00
"Orenda Charter School",2012,5,819.00,256.00,3.00,1.00,87.00
"Orenda Charter School",2013,5,998.00,310.00,10.00,4.00,105.00
"Orenda Charter School",2014,5,1206.00,307.00,15.00,10.00,147.00
"Orenda Charter School",2015,5,1321.00,317.00,14.00,10.00,147.00
"Orenda Charter School",2016,3,1381.00,169.00,16.00,10.00,120.00
"Orenda Charter School",2017,5,1463.00,208.00,15.00,9.00,120.00
"Orenda Charter School",2018,5,1659.00,269.00,18.00,12.00,150.00
"Orenda Charter School",2019,5,1720.00,265.00,26.00,15.00,155.00
"Orenda Charter School",2020,5,1829.00,262.00,30.00,10.00,179.00
"Outreach Academy",2003,1,63.00,36.00,0.00,0.00,6.00
"Outreach Academy",2004,1,145.00,84.00,0.00,0.00,19.00
"Outreach Academy",2005,1,184.00,134.00,0.00,0.00,13.00
"Outreach Academy",2006,1,110.00,99.00,0.00,0.00,5.00
"Outreach Academy",2007,1,116.00,101.00,0.00,0.00,0.00
"Outreach Academy",2008,1,188.00,158.00,5.00,5.00,14.00
"Outreach Academy",2009,1,227.00,216.00,1.00,1.00,14.00
"Outreach Academy",2010,1,218.00,206.00,1.00,1.00,11.00
"Outreach Academy",2011,1,307.00,283.00,0.00,0.00,21.00
"Panola Charter School",2001,1,90.00,64.00,0.00,0.00,12.00
"Panola Charter School",2002,1,74.00,53.00,0.00,0.00,11.00
"Panola Charter School",2003,1,75.00,48.00,0.00,0.00,13.00
"Panola Charter School",2004,1,98.00,49.00,0.00,0.00,34.00
"Panola Charter School",2005,1,164.00,79.00,0.00,0.00,49.00
"Panola Charter School",2006,1,167.00,80.00,0.00,0.00,43.00
"Panola Charter School",2007,1,144.00,84.00,0.00,0.00,25.00
"Panola Charter School",2008,1,150.00,51.00,0.00,0.00,16.00
"Panola Charter School",2009,1,130.00,44.00,1.00,0.00,10.00
"Panola Charter School",2010,2,139.00,48.00,2.00,1.00,9.00
"Panola Charter School",2011,3,157.00,51.00,0.00,0.00,8.00
"Panola Charter School",2012,3,178.00,44.00,0.00,0.00,7.00
"Panola Charter School",2013,3,169.00,52.00,1.00,0.00,8.00
"Panola Charter School",2014,3,146.00,52.00,0.00,0.00,9.00
"Panola Charter School",2015,3,154.00,55.00,0.00,0.00,16.00
"Panola Charter School",2016,3,147.00,56.00,0.00,0.00,10.00
"Panola Charter School",2017,3,118.00,49.00,0.00,0.00,6.00
"Panola Charter School",2018,3,147.00,63.00,0.00,0.00,3.00
"Panola Charter School",2019,3,143.00,64.00,0.00,0.00,20.00
"Panola Charter School",2020,3,158.00,52.00,0.00,0.00,15.00
"Paso Del Norte Academy Charter Dis",2019,2,221.00,208.00,55.00,53.00,10.00
"Paso del Norte Academy Charter District",2000,1,148.00,51.00,8.00,0.00,6.00
"Paso del Norte Academy Charter District",2001,1,197.00,104.00,22.00,2.00,14.00
"Paso del Norte Academy Charter District",2002,1,222.00,115.00,11.00,9.00,11.00
"Paso del Norte Academy Charter District",2003,1,204.00,91.00,7.00,6.00,14.00
"Paso del Norte Academy Charter District",2004,1,211.00,92.00,0.00,0.00,15.00
"Paso del Norte Academy Charter District",2005,1,201.00,149.00,0.00,0.00,14.00
"Paso del Norte Academy Charter District",2006,1,190.00,121.00,21.00,21.00,7.00
"Paso del Norte Academy Charter District",2007,2,401.00,258.00,10.00,13.00,17.00
"Paso del Norte Academy Charter District",2008,2,293.00,215.00,26.00,26.00,14.00
"Paso del Norte Academy Charter District",2009,2,219.00,193.00,16.00,17.00,15.00
"Paso del Norte Academy Charter District",2010,2,364.00,343.00,12.00,12.00,30.00
"Paso del Norte Academy Charter District",2011,2,333.00,311.00,26.00,26.00,24.00
"Paso del Norte Academy Charter District",2012,2,298.00,273.00,22.00,22.00,19.00
"Paso del Norte Academy Charter District",2013,2,282.00,264.00,0.00,0.00,12.00
"Paso del Norte Academy Charter District",2014,2,306.00,290.00,1.00,1.00,10.00
"Paso del Norte Academy Charter District",2015,2,273.00,258.00,0.00,0.00,7.00
"Paso del Norte Academy Charter District",2016,2,241.00,232.00,36.00,36.00,16.00
"Paso del Norte Academy Charter District",2017,2,240.00,223.00,39.00,38.00,21.00
"Paso del Norte Academy Charter District",2018,2,217.00,202.00,50.00,48.00,14.00
"Paso del Norte Academy Charter District",2020,2,194.00,179.00,50.00,0.00,10.00
"Peak Preparatory School",2008,2,389.00,275.00,51.00,0.00,8.00
"Pegasus School Of Liberal Arts And",2019,1,676.00,571.00,142.00,141.00,61.00
"Pegasus School Of Liberal Arts And Sciences",1998,1,106.00,0.00,0.00,0.00,0.00
"Pegasus School Of Liberal Arts And Sciences",1999,1,166.00,31.00,0.00,0.00,1.00
"Pegasus School Of Liberal Arts And Sciences",2000,1,156.00,95.00,0.00,0.00,1.00
"Pegasus School Of Liberal Arts And Sciences",2001,1,168.00,85.00,4.00,4.00,3.00
"Pegasus School Of Liberal Arts And Sciences",2002,1,151.00,76.00,10.00,9.00,10.00
"Pegasus School Of Liberal Arts And Sciences",2003,1,159.00,116.00,22.00,16.00,16.00
"Pegasus School Of Liberal Arts And Sciences",2004,1,212.00,161.00,22.00,21.00,17.00
"Pegasus School Of Liberal Arts And Sciences",2005,1,266.00,169.00,41.00,33.00,25.00
"Pegasus School Of Liberal Arts And Sciences",2006,1,262.00,183.00,44.00,36.00,44.00
"Pegasus School Of Liberal Arts And Sciences",2007,1,257.00,185.00,58.00,56.00,41.00
"Pegasus School Of Liberal Arts And Sciences",2008,1,319.00,239.00,101.00,79.00,36.00
"Pegasus School Of Liberal Arts And Sciences",2009,1,487.00,363.00,136.00,136.00,44.00
"Pegasus School Of Liberal Arts And Sciences",2010,1,470.00,285.00,116.00,116.00,43.00
"Pegasus School Of Liberal Arts And Sciences",2011,1,550.00,428.00,144.00,144.00,50.00
"Pegasus School Of Liberal Arts And Sciences",2012,1,662.00,497.00,182.00,182.00,64.00
"Pegasus School Of Liberal Arts And Sciences",2013,1,780.00,673.00,282.00,279.00,67.00
"Pegasus School Of Liberal Arts And Sciences",2014,1,726.00,588.00,280.00,278.00,53.00
"Pegasus School Of Liberal Arts And Sciences",2015,1,662.00,573.00,279.00,279.00,57.00
"Pegasus School Of Liberal Arts And Sciences",2016,1,646.00,500.00,298.00,294.00,58.00
"Pegasus School Of Liberal Arts And Sciences",2017,1,599.00,535.00,242.00,235.00,55.00
"Pegasus School Of Liberal Arts And Sciences",2018,1,653.00,572.00,174.00,168.00,61.00
"Pegasus School Of Liberal Arts And Sciences",2020,1,625.00,478.00,155.00,153.00,67.00
"Phoenix Charter School",2002,1,195.00,44.00,0.00,0.00,8.00
"Phoenix Charter School",2003,1,233.00,98.00,0.00,0.00,14.00
"Phoenix Charter School",2004,1,255.00,115.00,14.00,12.00,26.00
"Phoenix Charter School",2005,1,271.00,110.00,23.00,19.00,33.00
"Phoenix Charter School",2006,1,302.00,171.00,35.00,29.00,41.00
"Phoenix Charter School",2007,1,401.00,228.00,37.00,34.00,44.00
"Phoenix Charter School",2008,1,444.00,257.00,36.00,35.00,46.00
"Phoenix Charter School",2009,1,479.00,305.00,43.00,43.00,51.00
"Phoenix Charter School",2010,1,448.00,286.00,39.00,39.00,45.00
"Phoenix Charter School",2011,1,546.00,364.00,44.00,43.00,52.00
"Phoenix Charter School",2012,1,537.00,385.00,58.00,55.00,60.00
"Phoenix Charter School",2013,1,602.00,415.00,64.00,61.00,74.00
"Phoenix Charter School",2014,1,658.00,460.00,57.00,56.00,71.00
"Phoenix Charter School",2015,1,717.00,543.00,106.00,97.00,65.00
"Pineywoods Community Academy",2000,1,208.00,23.00,0.00,0.00,12.00
"Pineywoods Community Academy",2001,1,275.00,12.00,0.00,0.00,20.00
"Pineywoods Community Academy",2002,1,187.00,86.00,0.00,0.00,21.00
"Pineywoods Community Academy",2003,1,182.00,99.00,11.00,9.00,25.00
"Pineywoods Community Academy",2004,1,197.00,107.00,3.00,3.00,24.00
"Pineywoods Community Academy",2005,1,206.00,114.00,1.00,1.00,20.00
"Pineywoods Community Academy",2006,1,220.00,132.00,3.00,1.00,26.00
"Pineywoods Community Academy",2007,1,263.00,145.00,1.00,1.00,34.00
"Pineywoods Community Academy",2008,1,313.00,185.00,1.00,1.00,36.00
"Pineywoods Community Academy",2009,1,304.00,209.00,1.00,1.00,45.00
"Pineywoods Community Academy",2010,2,336.00,206.00,0.00,0.00,39.00
"Pineywoods Community Academy",2011,2,465.00,272.00,0.00,0.00,41.00
"Pineywoods Community Academy",2012,2,554.00,350.00,0.00,0.00,48.00
"Pineywoods Community Academy",2013,2,635.00,320.00,0.00,0.00,45.00
"Pineywoods Community Academy",2014,2,701.00,344.00,21.00,21.00,46.00
"Pineywoods Community Academy",2015,2,811.00,407.00,41.00,41.00,49.00
"Pineywoods Community Academy",2016,2,966.00,451.00,51.00,50.00,58.00
"Pineywoods Community Academy",2017,3,1037.00,470.00,58.00,58.00,69.00
"Pineywoods Community Academy",2018,3,1020.00,517.00,55.00,55.00,82.00
"Pineywoods Community Academy",2019,3,1022.00,521.00,43.00,43.00,82.00
"Pineywoods Community Academy",2020,3,1041.00,555.00,40.00,40.00,95.00
"Pioneer Technology & Arts Academy",2017,2,77.00,43.00,14.00,14.00,5.00
"Pioneer Technology & Arts Academy",2018,2,289.00,176.00,59.00,58.00,19.00
"Pioneer Technology & Arts Academy",2019,3,618.00,263.00,116.00,117.00,26.00
